([C:14]-[CH;D3;+0:15](-[C:35])-[#7:16]-[C:17]=[O;D1;H0:18].[C:3]-[CH;D2;+0:2]=[O;D1;H0:1])>>([C:14]-[C@H;D3;+0:15](-[C:35])-[#7:16]-[C:17]=[O;D1;H0:18].[C:3]-[C;H0;D3;+0:2](=[O;D1;H0:1])-[OH;D1;+0:36])	1.5	chemblRule71
([C:22]-[N;H0;D3;+0:23]1-[C;H0;D3;+0:24](=[O;D1;H0:25])-[c:26]:[c:32]-[CH2;D2;+0:33]-[CH;D3;+0:34]-1-[OH;D1;+0:35])>>([C:22]-[n;H0;D3;+0:23]1:[cH;D2;+0:34]:[cH;D2;+0:33]:[c:32]:[c:26]:[c;H0;D3;+0:24]:1=[O;D1;H0:25])	1.5	chemblRule72
([C:35]-[CH;D3;+0:15](-[#7:16]-[C:17]=[O;D1;H0:18])-[C:14]-[NH;D2;+0:13]-[C:11]=[O;D1;H0:12].[C:3]-[CH;D2;+0:2]=[O;H0;D1;+0:1])>>([C:35]-[C@H;D3;+0:15](-[#7:16]-[C:17]=[O;D1;H0:18])-[C:14]-[N;H0;D3;+0:13](-[C:11]=[O;D1;H0:12])-[CH;D3;+0:2](-[C:3])-[OH;D1;+0:1])	1.5	chemblRule73
([C:25]-[C@H;D3;+0:5](-[#7:6]-[C:7]=[O;D1;H0:8])-[C:4]-[#7:3]-[C:2](=[O;D1;H0:1])-[c:26]1:[c:27]:[cH;D2;+0:28]:[cH;D2;+0:29]:[c;H0;D3;+0:30]2:[o;H0;D2;+0:31]:[c;H0;D3;+0:32](-[OH;D1;+0:33]):[cH;D2;+0:34]:[c;H0;D3;+0:35]:1:2)>>([C:25]-[C@H;D3;+0:5](-[#7:6]-[C:7]=[O;D1;H0:8])-[C:4]-[#7:3]-[C:2](=[O;D1;H0:1])-[c:26]1:[c:27]:[cH;D2;+0:28]:[cH;D2;+0:32]:[c;H0;D3;+0:34](-[OH;D1;+0:33]):[c;H0;D3;+0:35]:1-[CH2;D2;+0:29]-[C;H0;D3;+0:30](=[O;H0;D1;+0:36])-[OH;D1;+0:31])	1.5	chemblRule75
([O;H0;D2;+0:31]1-[c:30]:[c:35]-[CH;D3;+0:34]2-[O;H0;D2;+0:33]-[CH;D3;+0:32]-1-2)>>([O;H0;D1;+0:33]=[CH;D2;+0:32]-[CH2;D2;+0:34]-[c:35]:[c:30]-[OH;D1;+0:31])	1.5	chemblRule77
([C:25]-[CH;D3;+0:5](-[C:4])-[#7:6]-[C:7]=[O;D1;H0:8].[O;H0;D2;+0:31]1-[c:30]:[c:35]-[CH;D3;+0:34]2-[O;H0;D2;+0:33]-[CH;D3;+0:32]-1-2)>>([C:25]-[C@@H;D3;+0:5](-[C:4])-[#7:6]-[C:7]=[O;D1;H0:8].[OH;D1;+0:33]-[c;H0;D3;+0:32]1:[cH;D2;+0:34]:[c:35]:[c:30]:[o;H0;D2;+0:31]:1)	1.5	chemblRule78
([C:2]-[NH;D2;+0:1]-[C;H0;D3;+0:25](=[O;H0;D1;+0:24])-[c;H0;D3;+0:26]1:[cH;D2;+0:27]:[cH;D2;+0:28]:[cH;D2;+0:29]:[c;H0;D3;+0:30]2:[o;H0;D2;+0:31]:[cH;D2;+0:32]:[cH;D2;+0:33]:[c;H0;D3;+0:34]:1:2)>>([C:2]-[NH2;D1;+0:1])	1.5	chemblRule81
([C:23]-[CH2;D2;+0:22]-[N;H0;D3;+0:6](-[C:7]=[O;D1;H0:8])-[C@@H;D3;+0:5](-[C:25])-[C:4])>>([C:23]-[C;H0;D3;+0:22](=[O;H0;D1;+0:35])-[OH;D1;+0:36].[C:25]-[C@H;D3;+0:5](-[C:4])-[NH;D2;+0:6]-[C:7]=[O;D1;H0:8])	1.5	chemblRule82
([C:25]-[C@@H;D3;+0:5](-[C:4])-[#7:6]-[C:7]=[O;D1;H0:8].[c:30]1:[c:34]:[cH;D2;+0:33]:[cH;D2;+0:32]:[o;H0;D2;+0:31]:1)>>([C:25]-[CH;D3;+0:5](-[C:4])-[#7:6]-[C:7]=[O;D1;H0:8].[O;H0;D2;+0:31]1-[c:30]:[c:34]-[CH;D3;+0:33]2-[O;H0;D2;+0:35]-[CH;D3;+0:32]-1-2)	1.5	chemblRule83
([OH;D1;+0:13]-[c:12])>>([O;H0;D1;+0:18]=[S;H0;D4;+0:19](=[O;H0;D1;+0:20])(-[OH;D1;+0:21])-[O;H0;D2;+0:13]-[c:12])	1.5	chemblRule85
